"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","563","changeProfileWithInvalidData(String, String) [5] Test Test Test, Name must contain two words with letters only","","Fri Dec 05 13:45:49 UTC 2025","passed","Fri Dec 05 13:45:49 UTC 2025","","nbugs.api.ChangeProfileTest","nbugs.api.ChangeProfileTest","changeProfileWithInvalidData"
"","577","changeProfileWithInvalidData(String, String) [1] Text 123, Name must contain two words with letters only","","Fri Dec 05 13:45:49 UTC 2025","passed","Fri Dec 05 13:45:50 UTC 2025","","nbugs.api.ChangeProfileTest","nbugs.api.ChangeProfileTest","changeProfileWithInvalidData"
"","3555","makeInvalidTransferAccountId(Long, Long, String) [1] 9223372036854775807, 9223372036854775807, Unauthorized access to account","","Fri Dec 05 13:45:44 UTC 2025","passed","Fri Dec 05 13:45:47 UTC 2025","","nbugs.api.TransferTest","nbugs.api.TransferTest","makeInvalidTransferAccountId"
"","511","changeDepositWithInvalidValidBalance(Double, String) [2] -0.1, Invalid account or amount","","Fri Dec 05 13:45:53 UTC 2025","passed","Fri Dec 05 13:45:53 UTC 2025","","nbugs.api.DepositTest","nbugs.api.DepositTest","changeDepositWithInvalidValidBalance"
"","665","changeProfileWithInvalidData(String, String) [3]  Texttext, Name must contain two words with letters only","","Fri Dec 05 13:45:48 UTC 2025","passed","Fri Dec 05 13:45:48 UTC 2025","","nbugs.api.ChangeProfileTest","nbugs.api.ChangeProfileTest","changeProfileWithInvalidData"
"","807","changeDepositWithInvalidValidAccount(Long, String) [1] null, Unauthorized access to account","","Fri Dec 05 13:45:54 UTC 2025","passed","Fri Dec 05 13:45:54 UTC 2025","","nbugs.api.DepositTest","nbugs.api.DepositTest","changeDepositWithInvalidValidAccount"
"","1095","makeInvalidTransferAccountId(Long, Long, String) [2] null, 9223372036854775807, Unauthorized access to account","","Fri Dec 05 13:45:47 UTC 2025","passed","Fri Dec 05 13:45:48 UTC 2025","","nbugs.api.TransferTest","nbugs.api.TransferTest","makeInvalidTransferAccountId"
"","916","makerValidBetweenOwnAccountTransfer()","","Fri Dec 05 13:45:50 UTC 2025","passed","Fri Dec 05 13:45:51 UTC 2025","","nbugs.api.TransferTest","nbugs.api.TransferTest","makerValidBetweenOwnAccountTransfer"
"","681","userCanCreateAccountTest()","","Fri Dec 05 13:45:50 UTC 2025","passed","Fri Dec 05 13:45:51 UTC 2025","","nbugs.api.CreateAccountTest","nbugs.api.CreateAccountTest","userCanCreateAccountTest"
"","785","makeInvalidTransfer(Double, Integer, String) [1] 0.0, 1, Invalid transfer: insufficient funds or invalid accounts","","Fri Dec 05 13:45:51 UTC 2025","passed","Fri Dec 05 13:45:52 UTC 2025","","nbugs.api.TransferTest","nbugs.api.TransferTest","makeInvalidTransfer"
"","120","adminCanNotCreateUserWithInvalidData(String, String, String, String, List) [2] ab, Password33$, USER, username, [Username must be between 3 and 15 characters]","","Fri Dec 05 13:45:51 UTC 2025","passed","Fri Dec 05 13:45:51 UTC 2025","","nbugs.api.CreateUserTest","nbugs.api.CreateUserTest","adminCanNotCreateUserWithInvalidData"
