"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","150","adminCanNotCreateUserWithInvalidData(String, String, String, String, List) [3] abc$, Password33$, USER, username, [Username must contain only letters, digits, dashes, underscores, and dots]","","Fri Dec 05 13:19:53 UTC 2025","passed","Fri Dec 05 13:19:54 UTC 2025","","nbugs.api.CreateUserTest","nbugs.api.CreateUserTest","adminCanNotCreateUserWithInvalidData"
"","811","changeDepositWithInvalidValidAccount(Long, String) [1] null, Unauthorized access to account","","Fri Dec 05 13:19:56 UTC 2025","passed","Fri Dec 05 13:19:57 UTC 2025","","nbugs.api.DepositTest","nbugs.api.DepositTest","changeDepositWithInvalidValidAccount"
"","916","makeInvalidTransferAccountId(Long, Long, String) [2] null, 9223372036854775807, Unauthorized access to account","","Fri Dec 05 13:19:50 UTC 2025","passed","Fri Dec 05 13:19:51 UTC 2025","","nbugs.api.TransferTest","nbugs.api.TransferTest","makeInvalidTransferAccountId"
"","2183","changeProfileWithValidData()","","Fri Dec 05 13:19:47 UTC 2025","passed","Fri Dec 05 13:19:50 UTC 2025","","nbugs.api.ChangeProfileTest","nbugs.api.ChangeProfileTest","changeProfileWithValidData"
"","2","makeValidBetweenOwnAccountTransferCheckDb()","","Fri Dec 05 13:19:46 UTC 2025","skipped","Fri Dec 05 13:19:46 UTC 2025","","nbugs.api.TransferTest","nbugs.api.TransferTest","makeValidBetweenOwnAccountTransferCheckDb"
"","517","changeDepositWithInvalidValidAccount(Long, String) [2] 9223372036854775807, Unauthorized access to account","","Fri Dec 05 13:19:56 UTC 2025","passed","Fri Dec 05 13:19:56 UTC 2025","","nbugs.api.DepositTest","nbugs.api.DepositTest","changeDepositWithInvalidValidAccount"
"","199","adminCanCreateUserWithCorrectData()","","Fri Dec 05 13:19:54 UTC 2025","passed","Fri Dec 05 13:19:54 UTC 2025","","nbugs.api.CreateUserTest","nbugs.api.CreateUserTest","adminCanCreateUserWithCorrectData"
"","585","changeProfileWithInvalidData(String, String) [2] Texttext, Name must contain two words with letters only","","Fri Dec 05 13:19:50 UTC 2025","passed","Fri Dec 05 13:19:50 UTC 2025","","nbugs.api.ChangeProfileTest","nbugs.api.ChangeProfileTest","changeProfileWithInvalidData"
"","157","adminCanNotCreateUserWithInvalidData(String, String, String, String, List) [2] ab, Password33$, USER, username, [Username must be between 3 and 15 characters]","","Fri Dec 05 13:19:53 UTC 2025","passed","Fri Dec 05 13:19:53 UTC 2025","","nbugs.api.CreateUserTest","nbugs.api.CreateUserTest","adminCanNotCreateUserWithInvalidData"
"","520","changeDepositWithValidDataCheckDatabase()","","Fri Dec 05 13:19:54 UTC 2025","passed","Fri Dec 05 13:19:54 UTC 2025","","nbugs.api.DepositTest","nbugs.api.DepositTest","changeDepositWithValidDataCheckDatabase"
"","132","adminCanNotCreateUserWithInvalidData(String, String, String, String, List) [4] abc%, Password33$, USER, username, [Username must contain only letters, digits, dashes, underscores, and dots]","","Fri Dec 05 13:19:54 UTC 2025","passed","Fri Dec 05 13:19:54 UTC 2025","","nbugs.api.CreateUserTest","nbugs.api.CreateUserTest","adminCanNotCreateUserWithInvalidData"
"","678","userCanCreateAccountTest()","","Fri Dec 05 13:19:52 UTC 2025","passed","Fri Dec 05 13:19:53 UTC 2025","","nbugs.api.CreateAccountTest","nbugs.api.CreateAccountTest","userCanCreateAccountTest"
"","765","makeInvalidTransfer(Double, Integer, String) [2] -0.1, 1, Invalid transfer: insufficient funds or invalid accounts","","Fri Dec 05 13:19:54 UTC 2025","passed","Fri Dec 05 13:19:55 UTC 2025","","nbugs.api.TransferTest","nbugs.api.TransferTest","makeInvalidTransfer"
"","1873","makerValidBetweenDifferentUserAccountTransfer()","","Fri Dec 05 13:19:51 UTC 2025","passed","Fri Dec 05 13:19:53 UTC 2025","","nbugs.api.TransferTest","nbugs.api.TransferTest","makerValidBetweenDifferentUserAccountTransfer"
"","557","changeProfileWithInvalidData(String, String) [5] Test Test Test, Name must contain two words with letters only","","Fri Dec 05 13:19:51 UTC 2025","passed","Fri Dec 05 13:19:52 UTC 2025","","nbugs.api.ChangeProfileTest","nbugs.api.ChangeProfileTest","changeProfileWithInvalidData"
"","107","adminCanGenerateAuthTokenTest()","","Fri Dec 05 13:19:56 UTC 2025","passed","Fri Dec 05 13:19:56 UTC 2025","","nbugs.api.LoginUserTest","nbugs.api.LoginUserTest","adminCanGenerateAuthTokenTest"
"","718","makeInvalidTransfer(Double, Integer, String) [3] 6000.0, 1, Invalid transfer: insufficient funds or invalid accounts","","Fri Dec 05 13:19:55 UTC 2025","passed","Fri Dec 05 13:19:56 UTC 2025","","nbugs.api.TransferTest","nbugs.api.TransferTest","makeInvalidTransfer"
"","548","changeDepositWithInvalidValidBalance(Double, String) [1] 0.0, Invalid account or amount","","Fri Dec 05 13:19:54 UTC 2025","passed","Fri Dec 05 13:19:55 UTC 2025","","nbugs.api.DepositTest","nbugs.api.DepositTest","changeDepositWithInvalidValidBalance"
"","141","adminCanNotCreateUserWithInvalidData(String, String, String, String, List) [1]    , Password33$, USER, username, [Username cannot be blank, Username must contain only letters, digits, dashes, underscores, and dots]","","Fri Dec 05 13:19:53 UTC 2025","passed","Fri Dec 05 13:19:53 UTC 2025","","nbugs.api.CreateUserTest","nbugs.api.CreateUserTest","adminCanNotCreateUserWithInvalidData"
"","595","changeProfileWithInvalidData(String, String) [1] Text 123, Name must contain two words with letters only","","Fri Dec 05 13:19:52 UTC 2025","passed","Fri Dec 05 13:19:52 UTC 2025","","nbugs.api.ChangeProfileTest","nbugs.api.ChangeProfileTest","changeProfileWithInvalidData"
"","3343","makeInvalidTransferAccountId(Long, Long, String) [1] 9223372036854775807, 9223372036854775807, Unauthorized access to account","","Fri Dec 05 13:19:46 UTC 2025","passed","Fri Dec 05 13:19:50 UTC 2025","","nbugs.api.TransferTest","nbugs.api.TransferTest","makeInvalidTransferAccountId"
"","585","changeProfileWithInvalidData(String, String) [4]   Texttext, Name must contain two words with letters only","","Fri Dec 05 13:19:51 UTC 2025","passed","Fri Dec 05 13:19:51 UTC 2025","","nbugs.api.ChangeProfileTest","nbugs.api.ChangeProfileTest","changeProfileWithInvalidData"
"","332","userCanGenerateAuthTokenTest()","","Fri Dec 05 13:19:56 UTC 2025","passed","Fri Dec 05 13:19:56 UTC 2025","","nbugs.api.LoginUserTest","nbugs.api.LoginUserTest","userCanGenerateAuthTokenTest"
"","499","changeDepositWithInvalidValidBalance(Double, String) [2] -0.1, Invalid account or amount","","Fri Dec 05 13:19:55 UTC 2025","passed","Fri Dec 05 13:19:56 UTC 2025","","nbugs.api.DepositTest","nbugs.api.DepositTest","changeDepositWithInvalidValidBalance"
"","0","changeDepositWithValidData()","","Fri Dec 05 13:19:56 UTC 2025","skipped","Fri Dec 05 13:19:56 UTC 2025","","nbugs.api.DepositTest","nbugs.api.DepositTest","changeDepositWithValidData"
"","770","makeInvalidTransfer(Double, Integer, String) [1] 0.0, 1, Invalid transfer: insufficient funds or invalid accounts","","Fri Dec 05 13:19:53 UTC 2025","passed","Fri Dec 05 13:19:54 UTC 2025","","nbugs.api.TransferTest","nbugs.api.TransferTest","makeInvalidTransfer"
