"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","116","adminCanNotCreateUserWithInvalidData(String, String, String, String, List) [2] ab, Password33$, USER, username, [Username must be between 3 and 15 characters]","","Fri Dec 05 13:29:06 UTC 2025","passed","Fri Dec 05 13:29:07 UTC 2025","","nbugs.api.CreateUserTest","nbugs.api.CreateUserTest","adminCanNotCreateUserWithInvalidData"
"","530","changeProfileWithInvalidData(String, String) [5] Test Test Test, Name must contain two words with letters only","","Fri Dec 05 13:29:04 UTC 2025","passed","Fri Dec 05 13:29:05 UTC 2025","","nbugs.api.ChangeProfileTest","nbugs.api.ChangeProfileTest","changeProfileWithInvalidData"
"","333","userCanGenerateAuthTokenTest()","","Fri Dec 05 13:29:09 UTC 2025","passed","Fri Dec 05 13:29:09 UTC 2025","","nbugs.api.LoginUserTest","nbugs.api.LoginUserTest","userCanGenerateAuthTokenTest"
"","752","makeInvalidTransfer(Double, Integer, String) [1] 0.0, 1, Invalid transfer: insufficient funds or invalid accounts","","Fri Dec 05 13:29:07 UTC 2025","passed","Fri Dec 05 13:29:07 UTC 2025","","nbugs.api.TransferTest","nbugs.api.TransferTest","makeInvalidTransfer"
"","1775","makerValidBetweenDifferentUserAccountTransfer()","","Fri Dec 05 13:29:04 UTC 2025","passed","Fri Dec 05 13:29:06 UTC 2025","","nbugs.api.TransferTest","nbugs.api.TransferTest","makerValidBetweenDifferentUserAccountTransfer"
"","3349","makeInvalidTransferAccountId(Long, Long, String) [1] 9223372036854775807, 9223372036854775807, Unauthorized access to account","","Fri Dec 05 13:29:00 UTC 2025","passed","Fri Dec 05 13:29:03 UTC 2025","","nbugs.api.TransferTest","nbugs.api.TransferTest","makeInvalidTransferAccountId"
"","182","adminCanCreateUserWithCorrectData()","","Fri Dec 05 13:29:07 UTC 2025","passed","Fri Dec 05 13:29:07 UTC 2025","","nbugs.api.CreateUserTest","nbugs.api.CreateUserTest","adminCanCreateUserWithCorrectData"
"","472","changeDepositWithInvalidValidBalance(Double, String) [2] -0.1, Invalid account or amount","","Fri Dec 05 13:29:08 UTC 2025","passed","Fri Dec 05 13:29:09 UTC 2025","","nbugs.api.DepositTest","nbugs.api.DepositTest","changeDepositWithInvalidValidBalance"
"","932","makerValidBetweenOwnAccountTransfer()","","Fri Dec 05 13:29:06 UTC 2025","passed","Fri Dec 05 13:29:07 UTC 2025","","nbugs.api.TransferTest","nbugs.api.TransferTest","makerValidBetweenOwnAccountTransfer"
"","587","changeProfileWithInvalidData(String, String) [2] Texttext, Name must contain two words with letters only","","Fri Dec 05 13:29:03 UTC 2025","passed","Fri Dec 05 13:29:03 UTC 2025","","nbugs.api.ChangeProfileTest","nbugs.api.ChangeProfileTest","changeProfileWithInvalidData"
"","525","changeProfileWithInvalidData(String, String) [4]   Texttext, Name must contain two words with letters only","","Fri Dec 05 13:29:04 UTC 2025","passed","Fri Dec 05 13:29:04 UTC 2025","","nbugs.api.ChangeProfileTest","nbugs.api.ChangeProfileTest","changeProfileWithInvalidData"
"","950","makeInvalidTransferAccountId(Long, Long, String) [2] null, 9223372036854775807, Unauthorized access to account","","Fri Dec 05 13:29:03 UTC 2025","passed","Fri Dec 05 13:29:04 UTC 2025","","nbugs.api.TransferTest","nbugs.api.TransferTest","makeInvalidTransferAccountId"
"","527","changeDepositWithInvalidValidAccount(Long, String) [2] 9223372036854775807, Unauthorized access to account","","Fri Dec 05 13:29:09 UTC 2025","passed","Fri Dec 05 13:29:09 UTC 2025","","nbugs.api.DepositTest","nbugs.api.DepositTest","changeDepositWithInvalidValidAccount"
"","693","makeInvalidTransfer(Double, Integer, String) [3] 6000.0, 1, Invalid transfer: insufficient funds or invalid accounts","","Fri Dec 05 13:29:08 UTC 2025","passed","Fri Dec 05 13:29:09 UTC 2025","","nbugs.api.TransferTest","nbugs.api.TransferTest","makeInvalidTransfer"
"","564","changeProfileWithInvalidData(String, String) [3]  Texttext, Name must contain two words with letters only","","Fri Dec 05 13:29:03 UTC 2025","passed","Fri Dec 05 13:29:04 UTC 2025","","nbugs.api.ChangeProfileTest","nbugs.api.ChangeProfileTest","changeProfileWithInvalidData"
"","641","changeProfileWithInvalidData(String, String) [1] Text 123, Name must contain two words with letters only","","Fri Dec 05 13:29:05 UTC 2025","passed","Fri Dec 05 13:29:06 UTC 2025","","nbugs.api.ChangeProfileTest","nbugs.api.ChangeProfileTest","changeProfileWithInvalidData"
"","670","userCanCreateAccountTest()","","Fri Dec 05 13:29:06 UTC 2025","passed","Fri Dec 05 13:29:06 UTC 2025","","nbugs.api.CreateAccountTest","nbugs.api.CreateAccountTest","userCanCreateAccountTest"
"","146","adminCanNotCreateUserWithInvalidData(String, String, String, String, List) [1]    , Password33$, USER, username, [Username cannot be blank, Username must contain only letters, digits, dashes, underscores, and dots]","","Fri Dec 05 13:29:06 UTC 2025","passed","Fri Dec 05 13:29:06 UTC 2025","","nbugs.api.CreateUserTest","nbugs.api.CreateUserTest","adminCanNotCreateUserWithInvalidData"
"","102","adminCanGenerateAuthTokenTest()","","Fri Dec 05 13:29:09 UTC 2025","passed","Fri Dec 05 13:29:09 UTC 2025","","nbugs.api.LoginUserTest","nbugs.api.LoginUserTest","adminCanGenerateAuthTokenTest"
"","618","changeDepositWithValidDataCheckDatabase()","","Fri Dec 05 13:29:07 UTC 2025","passed","Fri Dec 05 13:29:08 UTC 2025","","nbugs.api.DepositTest","nbugs.api.DepositTest","changeDepositWithValidDataCheckDatabase"
"","113","adminCanNotCreateUserWithInvalidData(String, String, String, String, List) [4] abc%, Password33$, USER, username, [Username must contain only letters, digits, dashes, underscores, and dots]","","Fri Dec 05 13:29:07 UTC 2025","passed","Fri Dec 05 13:29:07 UTC 2025","","nbugs.api.CreateUserTest","nbugs.api.CreateUserTest","adminCanNotCreateUserWithInvalidData"
"","749","makeInvalidTransfer(Double, Integer, String) [2] -0.1, 1, Invalid transfer: insufficient funds or invalid accounts","","Fri Dec 05 13:29:07 UTC 2025","passed","Fri Dec 05 13:29:08 UTC 2025","","nbugs.api.TransferTest","nbugs.api.TransferTest","makeInvalidTransfer"
"","0","changeDepositWithValidData()","","Fri Dec 05 13:29:09 UTC 2025","skipped","Fri Dec 05 13:29:09 UTC 2025","","nbugs.api.DepositTest","nbugs.api.DepositTest","changeDepositWithValidData"
"","510","changeDepositWithInvalidValidBalance(Double, String) [1] 0.0, Invalid account or amount","","Fri Dec 05 13:29:08 UTC 2025","passed","Fri Dec 05 13:29:08 UTC 2025","","nbugs.api.DepositTest","nbugs.api.DepositTest","changeDepositWithInvalidValidBalance"
